Comment Title,Comment Body,Poster,Date,Time,Recs
,"i agree completly sofia. our offence has no problem scoring and with giovinco back it should be easier. our defence is not consistent, look at fiorentia, palermo. plus with champions league we need guys that know what theyre doing. with much offense to nocerino and molinaro they seem clueless as what position they play. im thinking we get lucio or barzagli. also an old side back would be great, he would come cheap and the season or two after we bring back de ceglie. that way de ceglie can grow wuth consistency and by the time the aging player starts to suck we’ll have de ceglie back.",adam ,"Apr 17, 2008 ", 11:30 PM,
,"amauri’s transfer would be a complete waste . agreed defence needs revamping . id sell molinaro . though i quite like him for some unfathomable reason . i think hes hardworking but just not good enough . nocerino has been pretty horrid this season as well, though i thought he started well . i think tiago just needs more opportunities and he’d adapt well but thats just my opinion. and last but not least, selling zebina would be a dream come true",Sally ,"Apr 18, 2008 ", 1:44 AM,
,"honestly this is what juve should do. SELL TIAGO TO WHOEVER IS STUPID ENOUGH TO BUY HIM then SELL Zebina. Use the money you make from that and BUY a CHAMPION DEFENDER. Amauri is NOT what Juve need. JUVE NEED DEFENCE! its not rocket fucking science and it upsets me that our “sporting director” has no fucking clue as to what he is doing. The guy is an idiot, simple. I don’t think Barzagli is the right guy, that Spain match changed my mind about him, i don’t think he is the Champion defender we are looking for. Juve need someone like Zambro or Canna back there who is going to be a wall. I definately like your idea adam of getting an old guy until our youth players are ready, we just have to ensure that whoever said old man is that he is reliable. Wasting money on Amauri is almost as stupid as buying Tiago. The only thing that Secco did that made sense this season is selling Boumsong and buying Sissoko. Buying Amauri is not worth giving up our youth players. They are the future and since we talk about how we want to have the team of the future we shouldn’t be selling our future, especially not to our direct competition. I honestly don’t see what Secco sees in Tiago, sorry Sally I have to disagree, Tiago doesn’t need anymore playing time. Ranieri has given him chances and he is still behind the likes of Nocerino in the midfield pecking order, and seeing as you all hate him, apparently thats not saying much. Personally, I see potential in Nocerino but I can say it time and time again but no one agrees so I have given up on that one. If Secco was smart he would buy DEFENCE not FORWARDS. It is a waste of the money that we have, which isn’t very much after we wasted something like 16 mil on Tiago…",Sofia ,"Apr 18, 2008 ", 11:58 AM,
,"god almighty sofia, i know girls love hearing themselves talk, but please keep your posts to 30 words or less…i refuse to read what you have written on principle alone.",R.J. ,"Apr 18, 2008 ", 12:17 PM,
,"R.J, did i say PLEASE READ R.J? no i didn’t so to be honest with you i couldn’t give a rat’s ass if you read it or not. if your name is not in the post that means its not directly to you which also means i don’t care if you read it. do enjoy annoying me or is it just an accident that you do it eveytime you open your mouth?",Sofia ,"Apr 18, 2008 ", 2:08 PM,
,"haha, you wacky canadians make me laugh! I hope GSP gets stomped out again this weekend.",R.J. ,"Apr 18, 2008 ", 2:40 PM,
,wasn’t it you that said you were part french canadian?? they are the wierdest of all canadians so give yourself a pat on the back,Sofia ,"Apr 18, 2008 ", 4:25 PM,
,"yeah, but i’ve never been to canada and have no plans to visit anytime soon. my company has offices in canada and i fucking hate dealing with them. I’m an American/Chicagoan.",R.J. ,"Apr 18, 2008 ", 5:25 PM,
,hahahahah just like ol’ times…,roberto ,"Apr 18, 2008 ", 6:04 PM,
,"well whatever it is at least we could all agree that amauri is the last thing we need.
pleaaaseee juve think this through and not waste that money!",Sally ,"Apr 18, 2008 ", 8:04 PM,
,"nevertheless, this is the last season secco on Juve.
and yeah, Buy Defender and DO NOT sell Palladino, Giovinco, Marchisio and De Ceglie.
God, i miss Lippi. The only Juve trainer that knows the value of youngsters",vialli ,"Apr 19, 2008 ", 12:37 AM,
,"Vialli, you think Lippi did? How many Juventini legends during his day came through youth ranks. Not many. He bought some young players but most were young acquisitions from other teams. Ranieri vetoed selling several of our (extremely good) youngsters, to his credit. I’m a fan of Tiago but if he doesn’t settle in by the end of the season it’d be stupid for both sides not to part ways. I like Molinaro’s heart but he’s 24 or something and his quality is just not there.
My opinion-
IN- Flamini, Grosso, Zapata, Amauri (aka free, cheap, expensive, expensive)
OUT- Tiago, Almiron, Birindelli, Nocerino (LOAN), Molinaro, Andrade
Next year starting XI-
Buffon
Grygera Chiellini Legrottaglie Grosso
Camoranesi Sissoko Flamini Nedved
Del Piero Trez
DEF subs: Zebina, Zapata, Mellberg, Stendardo, De Ceglie, Salihamidzic
MF subs: Zanetti, Giovinco, Salihamidzic, Marchionni, Marchisio, Palladino
ST subs: Iaquinta, Palladino, Giovinco, Amauri
Plenty of depth, and all around a good squad.",alessio ,"Apr 19, 2008 ", 10:55 AM,
,alessio i like the idea of grosso coming in. but de ceglie must either come back as a starter or play very very often. if not he should be loaned prefrebly to a team that has good league staning (uefa cup) so he can gain some international experience. i also think that if nedved decides to continue playing next season giovinco will be loaned to palermo in the amauri deal.,adam ,"Apr 19, 2008 ", 11:15 AM,
,"R.J – you are exactly the image us canadians have of the typical ignorant American , no offence to any other Americans here, its too bad he ruins your rep.
I agree, Flamini and Grosso could be good signings…what about the Torres situation???",Sofia ,"Apr 19, 2008 ", 12:13 PM,
,"forget about torres sofia, juve wants to make their own players rather than buy them .
“Last Friday I met all our youth Coaches and reminded them that our priorities don’t change, we want to create a Ronaldinho rather than buying one."" – Blanc
http://www.channel4.com/sport/football_italia/apr18h.html",adam ,"Apr 19, 2008 ", 1:35 PM,
,lets just hope we dont get mancini,adam ,"Apr 19, 2008 ", 1:47 PM,
,"I like what Blanc said. But Torres, I saw Juve could be in competition for him, but they said starting price was like 27million pounds, which is like $55 million. I think especially given our other transfer priorities that number puts us out of the running.",alessio ,"Apr 19, 2008 ", 1:53 PM,
,"adam, i love what blanc said about creating a ronaldinho that was a good quote..torres is very good and like alessio said we may not be able to afford him anyways…",Sofia ,"Apr 19, 2008 ", 2:55 PM,
,hat trick il capitano!,marco ,"Apr 20, 2008 ", 7:33 AM,
,"Alessio, by your squad list Juve should be not only Serie A champes but compete heavily in the CL as well. I disagree with it a bit specifically with Flamini/Grosso. Amauri is a done deal but with his arrival the retention of Iaquinta may be a bit more difficult than expected. As for Flamini he may be coming to Italy but its tough to tell if he would leave Arsenal if the contract was comparable? Grosso should be brought back home, and Juve would be a good spot for him but if he is available Milan would be insane not to get into a bit of bidding war with Juve.
Great post by the way, you hit the nail on the head with Chelsea and Inter, but Milan have more than a few scudettos in the past 15 years while ’Pool has done nothing in the EPL, but both teams CL pedigree speaks for themselves.",Gianfranco ,"Apr 20, 2008 ", 11:44 AM,
,By the way if your team looks like you suggested consider me jealous!,Gianfranco ,"Apr 20, 2008 ", 11:45 AM,
,"i like ur team alessio, but we need a better back up goalie. someone old and experienced, fontana would be great.",adam ,"Apr 20, 2008 ", 3:15 PM,
,"your defense is not nearly good enough for the CL you will get butchered with grygera, legrotaille, molinaro. your mid is ok when Cameronesi is fit, and your attack is great, but only when DP is on form.",Colin ,"Apr 20, 2008 ", 7:25 PM,
,"didn’t mean to comment on your team actually just got caught up on your discussion when what i meant to say was i liked the post and would like to recommend doing one for the whole of Serie A vs EPl just for funs sake, i would be happy to help too if that mattered.",Colin ,"Apr 20, 2008 ", 7:26 PM,
,"Me too Alessio, we should burn the EPL on our Italy front page.",Gianfranco ,"Apr 21, 2008 ", 7:43 AM,
,"i dont think legrottaglie or grygera will be cruxified in the CL, molinaro is another story. theyve proved they can hold up in big games, we’ve conceded 3 goals in 3 games against the other “big 3” in the andata and same in the ritorno. standing up to milan, inter, and roma prove they have the capability.
colin, gianfranco, id love to. im always for flaming the EPL.",alessio ,"Apr 21, 2008 ", 9:23 AM,
,"what a pity for molinaro though, he has a good heart, if he leaves juve i hope he’ll have a better future. i miss seeing chiellini on the left hes so much better there.
juve’s not known for playing their own youth and making them juve superstars. i hope that’ll change.
how come nobody discussed criscito",Sally ,"Apr 21, 2008 ", 4:45 PM,
,"colin, i dont think that our defence will do that bad next season. chiellini is more than reliable and legro has improved dramatically this season. mellberg is also coming. i do agree with molinaro though he is a liability. i think that he should be loaned out to a smaller team, his work rate is incredible. maybe the pressure of playing at a big club is effecting him. same goes for nocerino.
sally, criscito is not ready to play for juve yet and especially not in europe. he still needs a couple more years of experience. young players need continuity and we cant play him instead of legro just yet.",adam ,"Apr 21, 2008 ", 6:06 PM,
,"yeah. the difference though is molinaro is 24 and criscito/nocerino are 21. im not a big fan of perpetual-loan deals, ie- tacchinardi/miccoli. if they arent gonna work out, they should just leave.",alessio ,"Apr 21, 2008 ", 7:17 PM,
,"correction: i never intended to lump tacchinardi with miccoli. i love alessio (hence my name) and hated capello for treating him the way he did. but with him i meant rather than loan him to villarreal for two years, we should have just cleared him from the books.",alessio ,"Apr 21, 2008 ", 7:36 PM,
,"good point alessio, theyre 24 hes gonna be 27. maybe he could be useful in some sort of swap deal.",adam ,"Apr 21, 2008 ", 9:19 PM,
,"Juventus need to beef up seriously. If any Big 4 of Europe needs to show their strength again, it’s Italy’s teams. Juve need to do something about the English domination.
If the “future” Juve team looked like the one from Alessio, then Europe will have a true wrestling match, not a one-country affair.
Juventus, Bayern Munich, Real Madrid and AC Milan need to flex their own muscles to show the EPL who the true giants are.",munichsoul ,"Apr 22, 2008 ", 8:36 AM,
,EPL is just a product of media and nothing else!,Ozz ,"Apr 24, 2008 ", 1:10 AM,
,"this kid Lanzafame is gonna be amazing. like i said before nocerino and molinaro are the only ones who should have their juventus futures reconsiderd, any one else should be loaned or brought back.
http://youtube.com/watch?v=FES8bTOIQ-4",adam ,"Apr 16, 2008 ", 11:50 AM,
,btw anyone else feel like these stories of giving up our best young players is a bunch of bs? I thought the management wanted to build a team for the future that would take 4-5 years to complete.,adam ,"Apr 16, 2008 ", 11:53 AM,
,total bs.,roberto ,"Apr 16, 2008 ", 12:04 PM,
,haha trezeguet’s reaction was fucking hilarious,alessio ,"Apr 16, 2008 ", 12:25 PM,
,"trez’s goal-
http://www.d1g.com/video/show/?id=1936356",alessio ,"Apr 16, 2008 ", 12:27 PM,
,Good to see him on the scoresheet again.,roberto ,"Apr 16, 2008 ", 12:31 PM,
,Palla wonderful goal.,roberto ,"Apr 16, 2008 ", 12:34 PM,
,"absolutely. amauri who? ive been saying palladino is very talented but if ranieri wont play him then he should leave, cause he deserves 1st team football. lets hope ranieri gives him more time now!",alessio ,"Apr 16, 2008 ", 12:36 PM,
,"Honestly, we should forget about Amauri. We don’t need him at all. If anything we’re more versatile without him.",roberto ,"Apr 16, 2008 ", 12:41 PM,
